-39.00 -35.00   0.0
-38.50 -35.00   0.1
-38.00 -35.00   0.1
-37.50 -35.00   0.1
-37.00 -35.00   0.1
-36.50 -35.00   0.3
-36.00 -35.00   0.6
-35.50 -35.00   0.6
-35.00 -35.00   0.3
-34.50 -35.00   0.1
-34.00 -35.00   0.2
-33.50 -35.00   0.0
-33.00 -35.00   0.1
-82.00 -34.50   0.7
-81.50 -34.50   0.6
-81.00 -34.50   0.4
-80.50 -34.50   0.7
-80.00 -34.50   1.1
-79.50 -34.50   1.1
-79.00 -34.50   0.8
-78.50 -34.50   2.0
-78.00 -34.50   1.9
-77.50 -34.50   3.9
-77.00 -34.50   1.3
-76.50 -34.50   0.9
-76.00 -34.50   0.8
-75.50 -34.50   0.2
-75.00 -34.50   0.0
-74.50 -34.50   0.0
-74.00 -34.50   0.0
-73.50 -34.50   0.0
-73.00 -34.50   0.0
-72.50 -34.50   0.0
-72.00 -34.50   0.0
-71.50 -34.50   0.0
-71.00 -34.50   0.0
-70.50 -34.50   0.0
-70.00 -34.50   0.0
-69.50 -34.50   0.1
-69.00 -34.50   0.2
-68.50 -34.50   4.3
-68.00 -34.50  21.1
-67.50 -34.50  15.5
-67.00 -34.50   9.5
-66.50 -34.50   5.3
-66.00 -34.50   2.9
-65.50 -34.50   2.2
-65.00 -34.50   2.7
-64.50 -34.50   2.3
-64.00 -34.50   2.3
-63.50 -34.50   1.8
-63.00 -34.50   1.2
-62.50 -34.50   0.5
-62.00 -34.50   0.2
-61.50 -34.50   0.7
-61.00 -34.50   0.3
-60.50 -34.50   0.0
-60.00 -34.50   0.0
-59.50 -34.50   0.0
-59.00 -34.50   0.0
-58.50 -34.50   0.0
-58.00 -34.50   0.0
-57.50 -34.50   0.0
-57.00 -34.50   0.0
-56.50 -34.50   0.0
-56.00 -34.50   0.0
-55.50 -34.50   0.0
-55.00 -34.50   0.0
-54.50 -34.50   0.0
-54.00 -34.50   0.0
-53.50 -34.50   0.1
-53.00 -34.50   0.0
-52.50 -34.50   0.0
-52.00 -34.50   0.0
-51.50 -34.50   0.0
-51.00 -34.50   0.0
-50.50 -34.50   0.0
-50.00 -34.50   0.0
-49.50 -34.50   0.0
-49.00 -34.50   0.0
-48.50 -34.50   0.0
-48.00 -34.50   0.0
-47.50 -34.50   0.0
-47.00 -34.50   0.0
-46.50 -34.50   0.0
-46.00 -34.50   0.0
-45.50 -34.50   0.0
-45.00 -34.50   0.0
-44.50 -34.50   0.0
-44.00 -34.50   0.0
-43.50 -34.50   0.0
-43.00 -34.50   0.0
-42.50 -34.50   0.0
-42.00 -34.50   0.0
-41.50 -34.50   0.0
-41.00 -34.50   0.0
-40.50 -34.50   0.1
-40.00 -34.50   0.1
-39.50 -34.50   0.0
-39.00 -34.50   0.0
-38.50 -34.50   0.1
-38.00 -34.50   0.1
-37.50 -34.50   0.1
-37.00 -34.50   0.1
-36.50 -34.50   0.1
-36.00 -34.50   0.3
-35.50 -34.50   0.5
-35.00 -34.50   0.7
-34.50 -34.50   0.7
-34.00 -34.50   0.3
-33.50 -34.50   0.2
-33.00 -34.50   0.0
-82.00 -34.00   1.6
-81.50 -34.00   1.5
-81.00 -34.00   1.6
-80.50 -34.00   1.9
-80.00 -34.00   1.9
-79.50 -34.00   1.6
-79.00 -34.00   1.2
-78.50 -34.00   1.1
-78.00 -34.00   0.6
-77.50 -34.00   1.1
-77.00 -34.00   1.1
-76.50 -34.00   1.7
-76.00 -34.00   0.6
-75.50 -34.00   0.1
-75.00 -34.00   0.0
-74.50 -34.00   0.0
-74.00 -34.00   0.0
-73.50 -34.00   0.0
-73.00 -34.00   0.0
-72.50 -34.00   0.0
-72.00 -34.00   0.0
-71.50 -34.00   0.0
-71.00 -34.00   0.0
-70.50 -34.00   0.0
-70.00 -34.00   0.0
-69.50 -34.00   0.0
-69.00 -34.00   0.6
-68.50 -34.00   1.5
-68.00 -34.00   2.2
-67.50 -34.00   5.2
-67.00 -34.00   4.8
-66.50 -34.00   0.8
-66.00 -34.00   0.1
-65.50 -34.00   2.2
-65.00 -34.00   6.3
-64.50 -34.00   1.1
-64.00 -34.00   0.0
-63.50 -34.00   0.0
-63.00 -34.00   0.0
-62.50 -34.00   0.1
-62.00 -34.00   0.0
-61.50 -34.00   0.0
-61.00 -34.00   0.0
-60.50 -34.00   0.0
-60.00 -34.00   0.0
-59.50 -34.00   0.0
-59.00 -34.00   0.0
-58.50 -34.00   0.0
-58.00 -34.00   0.0
-57.50 -34.00   0.0
-57.00 -34.00   0.0
-56.50 -34.00   0.0
-56.00 -34.00   0.0
-55.50 -34.00   0.0
-55.00 -34.00   0.0
-54.50 -34.00   0.0
-54.00 -34.00   0.0
-53.50 -34.00   0.2
-53.00 -34.00   0.0
-52.50 -34.00   0.0
-52.00 -34.00   0.0
-51.50 -34.00   0.0
-51.00 -34.00   0.0
-50.50 -34.00   0.1
-50.00 -34.00   0.1
-49.50 -34.00   0.1
-49.00 -34.00   0.0
-48.50 -34.00   0.0
-48.00 -34.00   0.0
-47.50 -34.00   0.0
-47.00 -34.00   0.0
-46.50 -34.00   0.0
-46.00 -34.00   0.0
-45.50 -34.00   0.0
-45.00 -34.00   0.0
-44.50 -34.00   0.0
-44.00 -34.00   0.0
-43.50 -34.00   0.0
-43.00 -34.00   0.0
-42.50 -34.00   0.0
-42.00 -34.00   0.1
-41.50 -34.00   0.0
-41.00 -34.00   0.0
-40.50 -34.00   0.1
-40.00 -34.00   0.1
-39.50 -34.00   0.1
-39.00 -34.00   0.0
-38.50 -34.00   0.0
-38.00 -34.00   0.2
-37.50 -34.00   0.3
-37.00 -34.00   0.1
-36.50 -34.00   0.3
-36.00 -34.00   0.4
-35.50 -34.00   0.2
-35.00 -34.00   0.2
-34.50 -34.00   0.3
-34.00 -34.00   1.1
-33.50 -34.00   1.1
-33.00 -34.00   0.5
-82.00 -33.50   3.9
-81.50 -33.50   3.9
-81.00 -33.50   2.0
-80.50 -33.50   1.6
-80.00 -33.50   1.2
-79.50 -33.50   0.9
-79.00 -33.50   0.6
-78.50 -33.50   0.3
-78.00 -33.50   0.2
-77.50 -33.50   0.4
-77.00 -33.50   0.3
-76.50 -33.50   0.1
-76.00 -33.50   0.1
-75.50 -33.50   0.2
-75.00 -33.50   0.0
-74.50 -33.50   0.0
-74.00 -33.50   0.0
-73.50 -33.50   0.0
-73.00 -33.50   0.0
-72.50 -33.50   0.0
-72.00 -33.50   0.0
-71.50 -33.50   0.0
-71.00 -33.50   0.0
-70.50 -33.50   0.5
-70.00 -33.50   0.0
-69.50 -33.50   0.1
-69.00 -33.50   0.5
-68.50 -33.50   1.6
-68.00 -33.50   2.3
-67.50 -33.50   0.9
-67.00 -33.50   3.3
-66.50 -33.50   4.7
-66.00 -33.50   0.1
-65.50 -33.50   0.1
-65.00 -33.50   0.2
-64.50 -33.50   1.8
-64.00 -33.50   0.0
-63.50 -33.50   0.0
-63.00 -33.50   0.0
-62.50 -33.50   0.0
-62.00 -33.50   0.0
-61.50 -33.50   0.0
-61.00 -33.50   0.0
-60.50 -33.50   0.0
-60.00 -33.50   0.0
-59.50 -33.50   1.5
-59.00 -33.50   0.0
-58.50 -33.50   0.0
-58.00 -33.50   0.0
-57.50 -33.50   0.0
-57.00 -33.50   0.0
-56.50 -33.50   0.1
-56.00 -33.50   0.0
-55.50 -33.50   0.1
-55.00 -33.50   0.0
-54.50 -33.50   0.7
-54.00 -33.50   0.1
-53.50 -33.50   0.1
-53.00 -33.50   0.2
-52.50 -33.50   0.1
-52.00 -33.50   0.1
-51.50 -33.50   0.1
-51.00 -33.50   0.0
-50.50 -33.50   0.0
-50.00 -33.50   0.0
-49.50 -33.50   0.1
-49.00 -33.50   0.1
-48.50 -33.50   0.0
-48.00 -33.50   0.0
-47.50 -33.50   0.0
-47.00 -33.50   0.0
-46.50 -33.50   0.0
-46.00 -33.50   0.0
-45.50 -33.50   0.0
-45.00 -33.50   0.0
-44.50 -33.50   0.0
-44.00 -33.50   0.0
-43.50 -33.50   0.0
-43.00 -33.50   0.0
-42.50 -33.50   0.0
-42.00 -33.50   0.0
-41.50 -33.50   0.0
-41.00 -33.50   0.0
-40.50 -33.50   0.0
-40.00 -33.50   0.1
-39.50 -33.50   0.0
-39.00 -33.50   0.0
-38.50 -33.50   0.1
-38.00 -33.50   0.0
-37.50 -33.50   0.1
-37.00 -33.50   0.4
-36.50 -33.50   0.2
-36.00 -33.50   0.5
-35.50 -33.50   0.7
-35.00 -33.50   0.4
-34.50 -33.50   0.2
-34.00 -33.50   0.4
-33.50 -33.50   0.5
-33.00 -33.50   0.9
-82.00 -33.00   3.3
-81.50 -33.00   2.6
-81.00 -33.00   2.2
-80.50 -33.00   2.1
-80.00 -33.00   2.0
-79.50 -33.00   1.2
-79.00 -33.00   0.6
-78.50 -33.00   0.2
-78.00 -33.00   0.2
-77.50 -33.00   1.1
-77.00 -33.00   0.3
-76.50 -33.00   0.2
-76.00 -33.00   0.0
-75.50 -33.00   0.0
-75.00 -33.00   0.0
-74.50 -33.00   0.0
-74.00 -33.00   0.0
-73.50 -33.00   0.0
-73.00 -33.00   0.0
-72.50 -33.00   0.0
-72.00 -33.00   0.0
-71.50 -33.00   0.0
-71.00 -33.00   0.0
-70.50 -33.00   0.0
-70.00 -33.00   0.0
-69.50 -33.00   0.0
-69.00 -33.00   0.1
-68.50 -33.00   0.4
-68.00 -33.00   0.7
-67.50 -33.00   4.1
-67.00 -33.00   3.7
-66.50 -33.00   4.0
-66.00 -33.00   2.6
-65.50 -33.00   0.5
-65.00 -33.00   0.1
-64.50 -33.00   0.0
-64.00 -33.00   0.0
-63.50 -33.00   0.0
-63.00 -33.00   0.0
-62.50 -33.00   0.0
-62.00 -33.00   0.0
-61.50 -33.00   0.4
-61.00 -33.00   0.0
-60.50 -33.00   0.0
-60.00 -33.00   0.1
-59.50 -33.00   0.1
-59.00 -33.00   0.0
-58.50 -33.00   0.1
-58.00 -33.00   0.5
-57.50 -33.00   0.7
-57.00 -33.00   0.5
-56.50 -33.00   0.4
-56.00 -33.00   0.1
-55.50 -33.00   0.6
-55.00 -33.00   0.4
-54.50 -33.00   0.2
-54.00 -33.00   0.1
-53.50 -33.00   0.1
-53.00 -33.00   0.2
-52.50 -33.00   0.3
-52.00 -33.00   0.2
-51.50 -33.00   0.2
-51.00 -33.00   0.4
-50.50 -33.00   0.2
-50.00 -33.00   0.1
-49.50 -33.00   0.0
-49.00 -33.00   0.0
-48.50 -33.00   0.0
-48.00 -33.00   0.0
-47.50 -33.00   0.0
-47.00 -33.00   0.0
-46.50 -33.00   0.0
-46.00 -33.00   0.0
-45.50 -33.00   0.0
-45.00 -33.00   0.0
-44.50 -33.00   0.0
-44.00 -33.00   0.0
-43.50 -33.00   0.0
-43.00 -33.00   0.0
-42.50 -33.00   0.0
-42.00 -33.00   0.0
-41.50 -33.00   0.0
-41.00 -33.00   0.0
-40.50 -33.00   0.0
-40.00 -33.00   0.1
-39.50 -33.00   0.1
-39.00 -33.00   0.0
-38.50 -33.00   0.0
-38.00 -33.00   0.1
-37.50 -33.00   0.1
-37.00 -33.00   0.4
-36.50 -33.00   0.5
-36.00 -33.00   0.4
-35.50 -33.00   0.2
-35.00 -33.00   0.6
-34.50 -33.00   0.3
-34.00 -33.00   0.3
-33.50 -33.00   0.1
-33.00 -33.00   0.3
-82.00 -32.50   2.6
-81.50 -32.50   2.2
-81.00 -32.50   2.4
-80.50 -32.50   1.9
-80.00 -32.50   1.6
-79.50 -32.50   0.9
-79.00 -32.50   0.4
-78.50 -32.50   0.2
-78.00 -32.50   0.7
-77.50 -32.50   0.8
-77.00 -32.50   1.1
-76.50 -32.50   0.2
-76.00 -32.50   0.0
-75.50 -32.50   0.0
-75.00 -32.50   0.0
-74.50 -32.50   0.0
-74.00 -32.50   0.0
-73.50 -32.50   0.0
-73.00 -32.50   0.0
-72.50 -32.50   0.0
-72.00 -32.50   0.0
-71.50 -32.50   0.0
-71.00 -32.50   0.0
-70.50 -32.50   0.0
-70.00 -32.50   0.0
-69.50 -32.50   0.0
-69.00 -32.50   0.0
-68.50 -32.50   0.0
-68.00 -32.50   0.0
-67.50 -32.50   0.1
-67.00 -32.50  23.2
-66.50 -32.50   2.7
-66.00 -32.50   0.1
-65.50 -32.50   0.0
-65.00 -32.50   0.1
-64.50 -32.50   0.0
-64.00 -32.50   0.0
-63.50 -32.50   0.0
-63.00 -32.50   0.0
-62.50 -32.50   0.0
-62.00 -32.50   0.2
-61.50 -32.50   0.2
-61.00 -32.50   0.0
-60.50 -32.50   0.0
-60.00 -32.50   0.1
-59.50 -32.50   0.1
-59.00 -32.50   0.1
-58.50 -32.50   1.6
-58.00 -32.50   1.8
-57.50 -32.50   0.7
-57.00 -32.50   0.2
-56.50 -32.50   0.6
-56.00 -32.50   1.3
-55.50 -32.50   0.3
-55.00 -32.50   0.4
-54.50 -32.50   0.1
-54.00 -32.50   0.1
-53.50 -32.50   0.0
-53.00 -32.50   0.1
-52.50 -32.50   0.2
-52.00 -32.50   0.3
-51.50 -32.50   0.1
-51.00 -32.50   0.2
-50.50 -32.50   0.3
-50.00 -32.50   0.2
-49.50 -32.50   0.1
-49.00 -32.50   0.0
-48.50 -32.50   0.0
-48.00 -32.50   0.0
-47.50 -32.50   0.0
-47.00 -32.50   0.0
-46.50 -32.50   0.0
-46.00 -32.50   0.0
-45.50 -32.50   0.0
-45.00 -32.50   0.0
-44.50 -32.50   0.0
-44.00 -32.50   0.0
-43.50 -32.50   0.0
-43.00 -32.50   0.0
-42.50 -32.50   0.0
-42.00 -32.50   0.0
-41.50 -32.50   0.0
-41.00 -32.50   0.0
-40.50 -32.50   0.0
-40.00 -32.50   0.0
-39.50 -32.50   0.0
-39.00 -32.50   0.0
-38.50 -32.50   0.1
-38.00 -32.50   0.1
-37.50 -32.50   0.1
-37.00 -32.50   0.1
-36.50 -32.50   0.2
-36.00 -32.50   0.3
-35.50 -32.50   0.6
-35.00 -32.50   0.4
-34.50 -32.50   0.3
-34.00 -32.50   0.4
-33.50 -32.50   0.3
-33.00 -32.50   0.2
-82.00 -32.00   1.1
-81.50 -32.00   0.8
-81.00 -32.00   0.5
-80.50 -32.00   0.8
-80.00 -32.00   0.8
-79.50 -32.00   0.7
-79.00 -32.00   0.4
-78.50 -32.00   0.3
-78.00 -32.00   0.4
-77.50 -32.00   0.9
-77.00 -32.00   0.4
-76.50 -32.00   0.2
-76.00 -32.00   0.1
-75.50 -32.00   0.0
-75.00 -32.00   0.0
-74.50 -32.00   0.0
-74.00 -32.00   0.0
-73.50 -32.00   0.0
-73.00 -32.00   0.0
-72.50 -32.00   0.0
-72.00 -32.00   0.0
-71.50 -32.00   0.0
-71.00 -32.00   0.0
-70.50 -32.00   0.0
-70.00 -32.00   0.0
-69.50 -32.00   0.0
-69.00 -32.00   0.0
-68.50 -32.00   0.0
-68.00 -32.00   0.0
-67.50 -32.00   0.0
-67.00 -32.00   0.0
-66.50 -32.00   0.0
-66.00 -32.00   0.0
-65.50 -32.00   0.0
-65.00 -32.00   0.1
-64.50 -32.00   0.0
-64.00 -32.00   0.0
-63.50 -32.00   0.0
-63.00 -32.00   0.1
-62.50 -32.00   0.5
-62.00 -32.00   0.4
-61.50 -32.00   2.7
-61.00 -32.00   0.1
-60.50 -32.00   0.1
-60.00 -32.00   0.1
-59.50 -32.00   0.3
-59.00 -32.00   0.0
-58.50 -32.00   0.3
-58.00 -32.00   2.0
-57.50 -32.00   3.1
-57.00 -32.00   0.9
-56.50 -32.00   0.3
-56.00 -32.00   0.1
-55.50 -32.00   0.0
-55.00 -32.00   0.0
-54.50 -32.00   0.1
-54.00 -32.00   0.1
-53.50 -32.00   0.4
-53.00 -32.00   0.2
-52.50 -32.00   0.1
-52.00 -32.00   0.2
-51.50 -32.00   0.2
-51.00 -32.00   0.2
-50.50 -32.00   0.4
-50.00 -32.00   0.4
-49.50 -32.00   0.1
-49.00 -32.00   0.2
-48.50 -32.00   0.0
-48.00 -32.00   0.0
-47.50 -32.00   0.0
-47.00 -32.00   0.0
-46.50 -32.00   0.0
-46.00 -32.00   0.0
-45.50 -32.00   0.0
-45.00 -32.00   0.0
-44.50 -32.00   0.0
-44.00 -32.00   0.0
-43.50 -32.00   0.0
-43.00 -32.00   0.0
-42.50 -32.00   0.0
-42.00 -32.00   0.0
-41.50 -32.00   0.1
-41.00 -32.00   0.1
-40.50 -32.00   0.1
-40.00 -32.00   0.1
-39.50 -32.00   0.1
-39.00 -32.00   0.1
-38.50 -32.00   0.1
-38.00 -32.00   0.1
-37.50 -32.00   0.3
-37.00 -32.00   0.2
-36.50 -32.00   0.1
-36.00 -32.00   0.1
-35.50 -32.00   0.1
-35.00 -32.00   0.4
-34.50 -32.00   0.4
-34.00 -32.00   0.4
-33.50 -32.00   1.2
-33.00 -32.00   0.8
-82.00 -31.50   0.6
-81.50 -31.50   0.4
-81.00 -31.50   0.5
-80.50 -31.50   0.4
-80.00 -31.50   0.4
-79.50 -31.50   0.3
-79.00 -31.50   0.5
-78.50 -31.50   0.6
-78.00 -31.50   0.3
-77.50 -31.50   0.2
-77.00 -31.50   0.1
-76.50 -31.50   0.1
-76.00 -31.50   0.0
-75.50 -31.50   0.0
-75.00 -31.50   0.0
-74.50 -31.50   0.0
-74.00 -31.50   0.0
-73.50 -31.50   0.0
-73.00 -31.50   0.0
-72.50 -31.50   0.0
-72.00 -31.50   0.0
-71.50 -31.50   0.0
-71.00 -31.50   0.0
-70.50 -31.50   0.0
-70.00 -31.50   0.0
-69.50 -31.50   0.1
-69.00 -31.50   0.0
-68.50 -31.50   0.0
-68.00 -31.50   0.0
-67.50 -31.50   0.0
-67.00 -31.50   0.0
-66.50 -31.50   0.0
-66.00 -31.50   0.0
-65.50 -31.50   0.1
-65.00 -31.50   0.2
-64.50 -31.50   0.1
-64.00 -31.50   0.0
-63.50 -31.50   0.0
-63.00 -31.50   0.1
-62.50 -31.50   0.1
-62.00 -31.50   0.1
-61.50 -31.50   0.2
-61.00 -31.50   0.3
-60.50 -31.50   0.3
-60.00 -31.50   0.6
-59.50 -31.50   2.5
-59.00 -31.50   3.8
-58.50 -31.50   5.3
-58.00 -31.50   3.9
-57.50 -31.50   3.4
-57.00 -31.50   3.0
-56.50 -31.50   2.8
-56.00 -31.50   0.5
-55.50 -31.50   0.2
-55.00 -31.50   0.3
-54.50 -31.50   1.0
-54.00 -31.50   1.9
-53.50 -31.50   1.2
-53.00 -31.50   1.0
-52.50 -31.50   0.1
-52.00 -31.50   0.3
-51.50 -31.50   0.3
-51.00 -31.50   0.2
-50.50 -31.50   0.3
-50.00 -31.50   0.4
-49.50 -31.50   0.2
-49.00 -31.50   0.1
-48.50 -31.50   0.1
-48.00 -31.50   0.0
-47.50 -31.50   0.1
-47.00 -31.50   0.1
-46.50 -31.50   0.0
-46.00 -31.50   0.0
-45.50 -31.50   0.0
-45.00 -31.50   0.0
-44.50 -31.50   0.0
-44.00 -31.50   0.0
-43.50 -31.50   0.0
-43.00 -31.50   0.0
-42.50 -31.50   0.0
-42.00 -31.50   0.0
-41.50 -31.50   0.0
-41.00 -31.50   0.0
-40.50 -31.50   0.0
-40.00 -31.50   0.1
-39.50 -31.50   0.1
-39.00 -31.50   0.2
-38.50 -31.50   0.2
-38.00 -31.50   0.2
-37.50 -31.50   0.1
-37.00 -31.50   0.2
-36.50 -31.50   0.1
-36.00 -31.50   0.0
-35.50 -31.50   0.1
-35.00 -31.50   0.1
-34.50 -31.50   0.1
-34.00 -31.50   0.1
-33.50 -31.50   0.2
-33.00 -31.50   0.4
-82.00 -31.00   0.1
-81.50 -31.00   0.4
-81.00 -31.00   0.7
-80.50 -31.00   0.6
-80.00 -31.00   0.5
-79.50 -31.00   0.6
-79.00 -31.00   0.3
-78.50 -31.00   0.2
-78.00 -31.00   0.2
-77.50 -31.00   0.1
-77.00 -31.00   0.1
-76.50 -31.00   0.0
-76.00 -31.00   0.0
-75.50 -31.00   0.0
-75.00 -31.00   0.0
-74.50 -31.00   0.0
-74.00 -31.00   0.0
-73.50 -31.00   0.0
-73.00 -31.00   0.0
-72.50 -31.00   0.0
-72.00 -31.00   0.0
-71.50 -31.00   0.0
-71.00 -31.00   0.0
-70.50 -31.00   0.0
-70.00 -31.00   0.0
-69.50 -31.00   0.0
-69.00 -31.00   0.0
-68.50 -31.00   0.0
-68.00 -31.00   0.0
-67.50 -31.00   0.0
-67.00 -31.00   0.0
-66.50 -31.00   0.0
-66.00 -31.00   0.1
-65.50 -31.00   0.1
-65.00 -31.00   0.8
-64.50 -31.00   0.6
-64.00 -31.00   0.0
-63.50 -31.00   0.0
-63.00 -31.00   0.0
-62.50 -31.00   3.2
-62.00 -31.00   2.4
-61.50 -31.00   1.4
-61.00 -31.00   0.9
-60.50 -31.00   0.3
-60.00 -31.00   1.8
-59.50 -31.00   9.3
-59.00 -31.00  12.7
-58.50 -31.00   9.4
-58.00 -31.00   6.3
-57.50 -31.00   8.1
-57.00 -31.00   3.9
-56.50 -31.00   1.3
-56.00 -31.00   0.4
-55.50 -31.00   0.3
-55.00 -31.00   0.4
-54.50 -31.00   2.1
-54.00 -31.00   2.1
-53.50 -31.00   1.9
-53.00 -31.00   2.4
-52.50 -31.00   2.3
-52.00 -31.00   0.7
-51.50 -31.00   0.4
-51.00 -31.00   0.4
-50.50 -31.00   0.1
-50.00 -31.00   0.2
-49.50 -31.00   0.3
-49.00 -31.00   0.1
-48.50 -31.00   0.1
-48.00 -31.00   0.0
-47.50 -31.00   0.0
-47.00 -31.00   0.0
-46.50 -31.00   0.0
-46.00 -31.00   0.0
-45.50 -31.00   0.0
-45.00 -31.00   0.0
-44.50 -31.00   0.0
-44.00 -31.00   0.0
-43.50 -31.00   0.0
-43.00 -31.00   0.0
-42.50 -31.00   0.1
-42.00 -31.00   0.2
-41.50 -31.00   0.1
-41.00 -31.00   0.1
-40.50 -31.00   0.1
-40.00 -31.00   0.1
-39.50 -31.00   0.1
-39.00 -31.00   0.2
-38.50 -31.00   0.2
-38.00 -31.00   0.2
-37.50 -31.00   0.2
-37.00 -31.00   0.0
-36.50 -31.00   0.0
-36.00 -31.00   0.0
-35.50 -31.00   0.0
-35.00 -31.00   0.1
-34.50 -31.00   0.2
-34.00 -31.00   0.2
-33.50 -31.00   0.2
-33.00 -31.00   0.1
-82.00 -30.50   0.3
-81.50 -30.50   0.3
-81.00 -30.50   0.5
-80.50 -30.50   0.6
-80.00 -30.50   0.5
-79.50 -30.50   1.5
-79.00 -30.50   0.8
-78.50 -30.50   0.2
-78.00 -30.50   0.1
-77.50 -30.50   0.1
-77.00 -30.50   0.0
-76.50 -30.50   0.0
-76.00 -30.50   0.0
-75.50 -30.50   0.0
-75.00 -30.50   0.0
-74.50 -30.50   0.0
-74.00 -30.50   0.0
-73.50 -30.50   0.0
-73.00 -30.50   0.0
-72.50 -30.50   0.0
-72.00 -30.50   0.0
-71.50 -30.50   0.0
-71.00 -30.50   0.0
-70.50 -30.50   0.0
-70.00 -30.50   0.0
-69.50 -30.50   0.0
-69.00 -30.50   0.0
-68.50 -30.50   0.0
-68.00 -30.50   0.0
-67.50 -30.50   0.1
-67.00 -30.50   0.0
-66.50 -30.50   0.0
-66.00 -30.50   0.1
-65.50 -30.50   0.0
-65.00 -30.50   0.1
-64.50 -30.50   0.2
-64.00 -30.50   0.1
-63.50 -30.50   0.1
-63.00 -30.50   6.5
-62.50 -30.50   6.2
-62.00 -30.50   2.6
-61.50 -30.50   1.8
-61.00 -30.50   4.0
-60.50 -30.50   3.0
-60.00 -30.50   5.5
-59.50 -30.50   7.3
-59.00 -30.50   9.4
-58.50 -30.50   8.5
-58.00 -30.50  13.3
-57.50 -30.50   8.6
-57.00 -30.50   3.6
-56.50 -30.50   1.1
-56.00 -30.50   0.7
-55.50 -30.50   2.5
-55.00 -30.50   5.4
-54.50 -30.50   9.3
-54.00 -30.50   9.9
-53.50 -30.50  10.1
-53.00 -30.50  12.7
-52.50 -30.50  13.0
-52.00 -30.50   9.1
-51.50 -30.50   3.7
-51.00 -30.50   0.4
-50.50 -30.50   0.1
-50.00 -30.50   0.1
-49.50 -30.50   0.2
-49.00 -30.50   0.3
-48.50 -30.50   0.1
-48.00 -30.50   0.0
-47.50 -30.50   0.0
-47.00 -30.50   0.0
-46.50 -30.50   0.0
-46.00 -30.50   0.0
-45.50 -30.50   0.0
-45.00 -30.50   0.0
-44.50 -30.50   0.0
-44.00 -30.50   0.0
-43.50 -30.50   0.0
-43.00 -30.50   0.0
-42.50 -30.50   0.0
-42.00 -30.50   0.1
-41.50 -30.50   0.1
-41.00 -30.50   0.1
-40.50 -30.50   0.1
-40.00 -30.50   0.1
-39.50 -30.50   0.2
-39.00 -30.50   0.4
-38.50 -30.50   0.2
-38.00 -30.50   0.2
-37.50 -30.50   0.2
-37.00 -30.50   0.1
-36.50 -30.50   0.2
-36.00 -30.50   0.2
-35.50 -30.50   0.3
-35.00 -30.50   0.4
-34.50 -30.50   0.7
-34.00 -30.50   0.6
-33.50 -30.50   0.3
-33.00 -30.50   0.2
-82.00 -30.00   0.2
-81.50 -30.00   0.3
-81.00 -30.00   0.4
-80.50 -30.00   0.4
-80.00 -30.00   0.4
-79.50 -30.00   0.4
-79.00 -30.00   0.9
-78.50 -30.00   0.1
-78.00 -30.00   0.0
-77.50 -30.00   0.0
